date,location,BC_sat,CO_sat,NO2_sat,SO2_sat
2021-03-28,Prayagraj,,,6756950000000000.0,-0.016820343
2021-03-28,Pune,,153.78464,5350900000000000.0,0.499218166
2021-03-28,Shillong,,,7499780000000000.0,0.090000004
2021-03-28,Solapur,,,,
2021-03-28,Srinagar,,,,
2021-03-28,Thiruvananthapuram,,136.671588,2265370000000000.0,
2021-03-28,Varanasi,,,7323410000000000.0,-0.150000006
2021-03-28,Vijaywada,,126.892701,-477551000000000.0,
2021-03-28,Visakhapatnam,,148.91011,4330790000000000.0,0.100714244
2021-03-29,Agartala,,148.429535,,
2021-03-29,Agra,,,4959120000000000.0,0.080011115
2021-03-29,Aizwal,,,8180320000000000.0,
2021-03-29,Amritsar,,,5073180000000000.0,-0.289742947
2021-03-29,Asansol,,,1.22e+16,
2021-03-29,Aurangabad,,,7147190000000000.0,0.244432092
2021-03-29,Bareilly,,,4098290000000000.0,0.042574782
2021-03-29,Belgaum,,,4272610000000000.0,0.034861531
2021-03-29,Bengaluru,,,4515120000000000.0,
2021-03-29,Bhopal,,,6277090000000000.0,0.024571281
2021-03-29,Chandigarh,,,4108250000000000.0,-0.159999996
2021-03-29,Chennai,,,4425240000000000.0,
2021-03-29,Coimbatore,,,5056300000000000.0,0.479999989
2021-03-29,Dehradun,,,3481120000000000.0,-0.00935266
2021-03-29,DurgBhilai,,,1.38e+16,0.140000001
2021-03-29,Faridabad,,,4370120000000000.0,-0.096923478
2021-03-29,Gandhinagar,,,5567450000000000.0,0.169868782
2021-03-29,Gangtok,,,,
2021-03-29,Ghaziabad,,,5150350000000000.0,-0.092688516
2021-03-29,Gorakhpur,,,5685480000000000.0,-0.038940419
2021-03-29,Gwalior,,,3973880000000000.0,0.10215684
2021-03-29,Hyderabad,,,6689550000000000.0,
2021-03-29,Imphal,,,1.22e+16,0.150000006
2021-03-29,Indore,,,7317630000000000.0,
2021-03-29,Jabalpur,,,7730210000000000.0,-0.123776034
2021-03-29,Jaipur,,,4115310000000000.0,-0.207625642
2021-03-29,Jalandhar,,,4550570000000000.0,-0.048996572
2021-03-29,Jodhpur,,,3970360000000000.0,0.059072509
2021-03-29,Kanpur,,,4367680000000000.0,0.041861583
2021-03-29,Kochi,,,2711050000000000.0,0.340000004
2021-03-29,Kohima,,,1e+16,
2021-03-29,Kolkata,,164.262019,,
2021-03-29,Kota,,,5630430000000000.0,0.013402719
2021-03-29,Kozhikode,,,3409170000000000.0,0.083561711
2021-03-29,Lucknow,,,6099570000000000.0,0.239999995
2021-03-29,Ludhiana,,,4900550000000000.0,-0.338083059
2021-03-29,Mangaluru,,127.241947,3582460000000000.0,0.090000004
2021-03-29,Meerut,,,4795580000000000.0,0.363388717
2021-03-29,Miami,,94.06358,,
2021-03-29,Moradabad,,,3792220000000000.0,0.13765581
2021-03-29,Mumbai,,123.633072,6007290000000000.0,-0.196587071
2021-03-29,Mysuru,,,4363790000000000.0,0.074116364
2021-03-29,Nashik,,176.485628,5542660000000000.0,0.018815141
2021-03-29,NewDelhi,,,5234140000000000.0,0.0
2021-03-29,Patna,,,7223010000000000.0,0.273276299
2021-03-29,Pondicherry,,,4198970000000000.0,
2021-03-29,Prayagraj,,,6627690000000000.0,0.175730377
2021-03-29,Pune,,,6304420000000000.0,-0.066913843
2021-03-29,Shillong,,,,
2021-03-29,Solapur,,,5961260000000000.0,-0.066823334
2021-03-29,Srinagar,,,,0.024918303
2021-03-29,Thiruvananthapuram,,,2961760000000000.0,-0.224280775
2021-03-29,Varanasi,,,7160360000000000.0,-0.019999996
2021-03-29,Vijaywada,,,5710870000000000.0,0.930000007
2021-03-29,Visakhapatnam,,165.093159,5665910000000000.0,-0.107739553
2021-03-30,Agartala,,,7529560000000000.0,
2021-03-30,Agra,,,,
2021-03-30,Aizwal,,,5108230000000000.0,
2021-03-30,Amritsar,,,,
2021-03-30,Asansol,,,1.25e+16,
2021-03-30,Aurangabad,,,4976830000000000.0,
2021-03-30,Bareilly,,,,
2021-03-30,Belgaum,,,3818530000000000.0,
2021-03-30,Bengaluru,,,5254390000000000.0,
2021-03-30,Bhopal,,,,
2021-03-30,Chandigarh,,,,
2021-03-30,Chennai,,155.53087,,
2021-03-30,Coimbatore,,,3266860000000000.0,
2021-03-30,Dehradun,,,,
2021-03-30,DurgBhilai,,,,
2021-03-30,Faridabad,,,,
2021-03-30,Gandhinagar,,101.397745,5560220000000000.0,
2021-03-30,Gangtok,,,,
2021-03-30,Ghaziabad,,,,
2021-03-30,Gorakhpur,,,8035870000000000.0,
2021-03-30,Gwalior,,,,
2021-03-30,Hyderabad,,,,
2021-03-30,Imphal,,,,
2021-03-30,Indore,,,5444380000000000.0,
2021-03-30,Jabalpur,,,,
2021-03-30,Jaipur,,,,
2021-03-30,Jalandhar,,,,
2021-03-30,Jodhpur,,,3397780000000000.0,
2021-03-30,Kanpur,,,,
2021-03-30,Kochi,,150.175765,2591020000000000.0,
2021-03-30,Kohima,,,,
2021-03-30,Kolkata,,,8461850000000000.0,
2021-03-30,Kota,,,4313870000000000.0,
2021-03-30,Kozhikode,,135.507435,3161710000000000.0,
2021-03-30,Lucknow,,,,
2021-03-30,Ludhiana,,,,
2021-03-30,Mangaluru,,140.629709,3338250000000000.0,
2021-03-30,Meerut,,,,
2021-03-30,Miami,,112.166163,,
2021-03-30,Moradabad,,,,
2021-03-30,Mumbai,,141.793862,5466950000000000.0,
2021-03-30,Mysuru,,,3401060000000000.0,
2021-03-30,Nashik,,150.408596,3724430000000000.0,
2021-03-30,NewDelhi,,,,
2021-03-30,Patna,,,9439550000000000.0,
2021-03-30,Pondicherry,,143.772922,,
2021-03-30,Prayagraj,,,202989000000000.0,
2021-03-30,Pune,,144.937076,5462130000000000.0,
2021-03-30,Shillong,,,,
2021-03-30,Solapur,,,4887960000000000.0,
2021-03-30,Srinagar,,,,
2021-03-30,Thiruvananthapuram,,128.289685,2823360000000000.0,
2021-03-30,Varanasi,,,5076700000000000.0,
2021-03-30,Vijaywada,,179.396011,,
2021-03-30,Visakhapatnam,,180.846347,-1981410000000000.0,
2021-03-31,Agartala,,,,
2021-03-31,Agra,,,5238510000000000.0,
2021-03-31,Aizwal,,,,
2021-03-31,Amritsar,,,5582900000000000.0,0.025859008
2021-03-31,Asansol,,,1.17e+16,0.879999995
2021-03-31,Aurangabad,,,,0.13853167
2021-03-31,Bareilly,,,5542660000000000.0,-0.01248839
2021-03-31,Belgaum,,,5100840000000000.0,0.085066624
2021-03-31,Bengaluru,,,4407380000000000.0,
2021-03-31,Bhopal,,,7113200000000000.0,-0.25560689
2021-03-31,Chandigarh,,,5606490000000000.0,0.159999996
2021-03-31,Chennai,,,4419550000000000.0,
2021-03-31,Coimbatore,,,,
2021-03-31,Dehradun,,,6354280000000000.0,-0.033593472
2021-03-31,DurgBhilai,,,8670060000000000.0,-0.550000012
2021-03-31,Faridabad,,,6706090000000000.0,0.060014725
2021-03-31,Gandhinagar,,,6843450000000000.0,-0.073220857
2021-03-31,Gangtok,,,,
2021-03-31,Ghaziabad,,,6411380000000000.0,
2021-03-31,Gorakhpur,,,7312810000000000.0,-0.044426896
2021-03-31,Gwalior,,,5375840000000000.0,
2021-03-31,Hyderabad,,,5473630000000000.0,0.02
2021-03-31,Imphal,,,,
2021-03-31,Indore,,,6824520000000000.0,0.519866943
2021-03-31,Jabalpur,,,7006520000000000.0,-0.440585613
2021-03-31,Jaipur,,,5528150000000000.0,0.093260594
2021-03-31,Jalandhar,,,5689650000000000.0,0.415403783
2021-03-31,Jodhpur,,,4016480000000000.0,
2021-03-31,Kanpur,,,5565240000000000.0,0.09979897
2021-03-31,Kochi,,108.033419,4204010000000000.0,0.330000013
2021-03-31,Kohima,,,,
2021-03-31,Kolkata,,,1.12e+16,0.50999999
2021-03-31,Kota,,,4748440000000000.0,0.080104016
2021-03-31,Kozhikode,,108.149834,3518980000000000.0,0.133259028
2021-03-31,Lucknow,,,5002480000000000.0,0.920000017
2021-03-31,Ludhiana,,,5566330000000000.0,-0.105107732
2021-03-31,Mangaluru,,128.289685,3423650000000000.0,0.129999995
2021-03-31,Meerut,,,5900910000000000.0,
2021-03-31,Miami,,104.831997,,
2021-03-31,Moradabad,,,6020280000000000.0,-0.269979894
2021-03-31,Mumbai,,128.056854,5576680000000000.0,-0.070007615
2021-03-31,Mysuru,,,,-0.01
2021-03-31,Nashik,,,3920630000000000.0,0.102361254
2021-03-31,NewDelhi,,,5549210000000000.0,0.170000002
2021-03-31,Patna,,,7210480000000000.0,0.258004159
2021-03-31,Pondicherry,,,4416670000000000.0,0.170000002
2021-03-31,Prayagraj,,,5554850000000000.0,0.150563747
2021-03-31,Pune,,136.089511,6098090000000000.0,0.016600249
2021-03-31,Shillong,,,,
2021-03-31,Solapur,,,5218560000000000.0,-0.0720817
2021-03-31,Srinagar,,,3498900000000000.0,-0.015215389
2021-03-31,Thiruvananthapuram,,98.8948159,2974940000000000.0,-0.183283821
2021-03-31,Varanasi,,,5294970000000000.0,-0.439999998
2021-03-31,Vijaywada,,,6027680000000000.0,
2021-03-31,Visakhapatnam,,,6503910000000000.0,0.400421262
2021-04-01,Agartala,2.05e-09,,6116540000000000.0,-0.150000006
2021-04-01,Agra,1.78e-09,,4190190000000000.0,-0.044883285
2021-04-01,Aizwal,1.69e-09,,5078810000000000.0,
2021-04-01,Amritsar,1.2e-09,,4987430000000000.0,0.093026444
2021-04-01,Asansol,2.93e-09,,1.22e+16,0.649999976
2021-04-01,Aurangabad,9.69e-10,,3753390000000000.0,0.07581827
2021-04-01,Bareilly,1.49e-09,,,
2021-04-01,Belgaum,9.85e-10,,3554830000000000.0,0.183885023
2021-04-01,Bengaluru,1.43e-09,,4857840000000000.0,0.074881636
2021-04-01,Bhopal,1.21e-09,,4676220000000000.0,-0.074077196
2021-04-01,Chandigarh,8.31e-10,,6021880000000000.0,
2021-04-01,Chennai,9.28e-10,136.904418,4938150000000000.0,0.219999999
2021-04-01,Coimbatore,2.05e-09,,4433600000000000.0,0.068396337
2021-04-01,Dehradun,6.38e-10,,,
2021-04-01,DurgBhilai,1.57e-09,,,
2021-04-01,Faridabad,1.82e-09,,7244280000000000.0,0.183279663
2021-04-01,Gandhinagar,8.82e-10,,5637420000000000.0,0.37841925
2021-04-01,Gangtok,1.61e-09,,,
2021-04-01,Ghaziabad,1.64e-09,,7604670000000000.0,
2021-04-01,Gorakhpur,2.13e-09,,,
2021-04-01,Gwalior,1.45e-09,,4215470000000000.0,-0.224771217
2021-04-01,Hyderabad,1.57e-09,,5289470000000000.0,-0.119999997
2021-04-01,Imphal,1.5e-09,,4825400000000000.0,0.01
2021-04-01,Indore,8.01e-10,,6301980000000000.0,0.176499009
2021-04-01,Jabalpur,1.26e-09,,,
2021-04-01,Jaipur,1e-09,,4643920000000000.0,-0.141791791
2021-04-01,Jalandhar,1.17e-09,,5005730000000000.0,0.071466789
2021-04-01,Jodhpur,6.68e-10,,4790020000000000.0,0.059486799
2021-04-01,Kanpur,1.82e-09,,,
2021-04-01,Kochi,1.74e-09,150.408596,,
2021-04-01,Kohima,1.77e-09,,4589910000000000.0,
2021-04-01,Kolkata,1.94e-09,136.671588,9663150000000000.0,0.839999974
2021-04-01,Kota,1.12e-09,,5141560000000000.0,0.172730789
2021-04-01,Kozhikode,1.39e-09,140.164047,3112010000000000.0,-0.004170909
2021-04-01,Lucknow,1.82e-09,,,
2021-04-01,Ludhiana,1.1e-09,,5413980000000000.0,0.021315401
2021-04-01,Mangaluru,9.46e-10,,2919590000000000.0,-0.079999998
2021-04-01,Meerut,1.44e-09,,5521400000000000.0,
2021-04-01,Miami,,,,
2021-04-01,Moradabad,1.36e-09,,,
2021-04-01,Mumbai,1.05e-09,,5680070000000000.0,0.154470503
2021-04-01,Mysuru,1.58e-09,,3734250000000000.0,0.050497644
2021-04-01,Nashik,8.39e-10,99.0112312,3186380000000000.0,0.217974976
2021-04-01,NewDelhi,1.82e-09,,6833430000000000.0,-0.930000007
2021-04-01,Patna,2.66e-09,,4837230000000000.0,
2021-04-01,Pondicherry,7.52e-10,141.328201,3767540000000000.0,0.149999991
2021-04-01,Prayagraj,1.72e-09,,,
2021-04-01,Pune,1e-09,,4258530000000000.0,0.118263751
2021-04-01,Shillong,1.57e-09,,4797380000000000.0,
2021-04-01,Solapur,1.23e-09,,4853170000000000.0,0.050967403
2021-04-01,Srinagar,1.92e-10,,5451840000000000.0,-0.091426522
2021-04-01,Thiruvananthapuram,1.01e-09,145.402737,2736690000000000.0,
2021-04-01,Varanasi,1.97e-09,,,
2021-04-01,Vijaywada,1.17e-09,162.865035,7341210000000000.0,0.25999999
2021-04-01,Visakhapatnam,1.04e-09,157.710039,,
2021-04-02,Agartala,,138.767064,5036230000000000.0,
2021-04-02,Agra,,,5066280000000000.0,-0.120211206
2021-04-02,Aizwal,,,4094250000000000.0,0.25488171
2021-04-02,Amritsar,,,5669880000000000.0,
2021-04-02,Asansol,,,9550620000000000.0,0.280000001
2021-04-02,Aurangabad,,,-1493660000000000.0,-0.231921792
2021-04-02,Bareilly,,,5706930000000000.0,-0.176546291
2021-04-02,Belgaum,,,,
2021-04-02,Bengaluru,,,4568450000000000.0,0.259934515
2021-04-02,Bhopal,,,4158250000000000.0,0.219818756
2021-04-02,Chandigarh,,,7251970000000000.0,
2021-04-02,Chennai,,,5362260000000000.0,
2021-04-02,Coimbatore,,,2297940000000000.0,0.079999998
2021-04-02,Dehradun,,,6724300000000000.0,-0.077500187
2021-04-02,DurgBhilai,,,9699770000000000.0,0.899999976
2021-04-02,Faridabad,,,8006590000000000.0,
2021-04-02,Gandhinagar,,100.117177,,
2021-04-02,Gangtok,,,5091250000000000.0,0.079999998
2021-04-02,Ghaziabad,,,7024680000000000.0,-0.008844256
2021-04-02,Gorakhpur,,,6251210000000000.0,0.477678955
2021-04-02,Gwalior,,,4334640000000000.0,0.235809729
2021-04-02,Hyderabad,,,5315810000000000.0,0.039999999
2021-04-02,Imphal,,,,
2021-04-02,Indore,,,6572390000000000.0,-0.053434502
2021-04-02,Jabalpur,,,7146620000000000.0,0.129505336
2021-04-02,Jaipur,,,5528480000000000.0,
2021-04-02,Jalandhar,,,5274550000000000.0,
2021-04-02,Jodhpur,,,,
2021-04-02,Kanpur,,,5237600000000000.0,-0.213716343
2021-04-02,Kochi,,125.612132,,
2021-04-02,Kohima,,,,
2021-04-02,Kolkata,,125.146471,7313150000000000.0,-0.209999993
2021-04-02,Kota,,,6697420000000000.0,0.160087824
2021-04-02,Kozhikode,,124.564394,,
2021-04-02,Lucknow,,,5816580000000000.0,
2021-04-02,Ludhiana,,,5571090000000000.0,
2021-04-02,Mangaluru,,115.71683,,
2021-04-02,Meerut,,,5143040000000000.0,0.045030233
2021-04-02,Miami,,117.113814,,
2021-04-02,Moradabad,,,6222980000000000.0,-0.062546387
2021-04-02,Mumbai,,115.658622,,
2021-04-02,Mysuru,,,446157000000000.0,-0.389999986
2021-04-02,Nashik,,99.1276465,,
2021-04-02,NewDelhi,,,6944540000000000.0,
2021-04-02,Patna,,,6733390000000000.0,-0.041050993
2021-04-02,Pondicherry,,,,0.49000001
2021-04-02,Prayagraj,,,5841550000000000.0,
2021-04-02,Pune,,,,
2021-04-02,Shillong,,129.221007,3675000000000000.0,0.129999995
2021-04-02,Solapur,,,616306000000000.0,-0.073456854
2021-04-02,Srinagar,,,,
2021-04-02,Thiruvananthapuram,,116.589945,,
2021-04-02,Varanasi,,,5912290000000000.0,-0.090000004
2021-04-02,Vijaywada,,,6164000000000000.0,0.02
2021-04-02,Visakhapatnam,,,4915640000000000.0,-0.277213186
2021-04-03,Agartala,,124.331564,,
2021-04-03,Agra,,,5728170000000000.0,0.380792111
2021-04-03,Aizwal,,,3723810000000000.0,0.214602917
2021-04-03,Amritsar,,,5718670000000000.0,0.052287523
2021-04-03,Asansol,,,,
2021-04-03,Aurangabad,,,5861310000000000.0,0.073637024
2021-04-03,Bareilly,,,4525060000000000.0,0.006706376
2021-04-03,Belgaum,,,3620260000000000.0,-0.079100713
2021-04-03,Bengaluru,,,3632340000000000.0,-0.07
2021-04-03,Bhopal,,,6509420000000000.0,0.012421192
2021-04-03,Chandigarh,,,7321070000000000.0,1.69000006
2021-04-03,Chennai,,131.316483,5652890000000000.0,-0.194947124
2021-04-03,Coimbatore,,,3854070000000000.0,0.086701155
2021-04-03,Dehradun,,,6496060000000000.0,-0.050394576
2021-04-03,DurgBhilai,,,1.01e+16,0.75
2021-04-03,Faridabad,,,1.04e+16,0.04700179
2021-04-03,Gandhinagar,,,5288600000000000.0,0.510028124
2021-04-03,Gangtok,,,6735200000000000.0,
2021-04-03,Ghaziabad,,,1.09e+16,0.313655734
2021-04-03,Gorakhpur,,,,
2021-04-03,Gwalior,,,4440550000000000.0,0.130135655
2021-04-03,Hyderabad,,,7005330000000000.0,-0.230000004
2021-04-03,Imphal,,,4922890000000000.0,0.089999996
2021-04-03,Indore,,,7184650000000000.0,0.265636712
2021-04-03,Jabalpur,,,9668830000000000.0,0.476768404
2021-04-03,Jaipur,,,5043060000000000.0,0.073113665
2021-04-03,Jalandhar,,,5696440000000000.0,0.147476837
2021-04-03,Jodhpur,,,4137290000000000.0,-0.099809475
2021-04-03,Kanpur,,,4315710000000000.0,0.00639175
2021-04-03,Kochi,,,2126580000000000.0,
2021-04-03,Kohima,,,3894980000000000.0,0.101732813
2021-04-03,Kolkata,,130.268745,1893720000000000.0,
2021-04-03,Kota,,,4725560000000000.0,0.219711438
2021-04-03,Kozhikode,,,2640020000000000.0,
2021-04-03,Lucknow,,,4330650000000000.0,0.49000001
2021-04-03,Ludhiana,,,5856840000000000.0,0.260855913
2021-04-03,Mangaluru,,,2954610000000000.0,
2021-04-03,Meerut,,,5731180000000000.0,0.176511511
2021-04-03,Miami,,134.808943,,
2021-04-03,Moradabad,,,4396740000000000.0,0.196658283
2021-04-03,Mumbai,,,5035590000000000.0,
2021-04-03,Mysuru,,,2973020000000000.0,-0.158965304
2021-04-03,Nashik,,,5263280000000000.0,0.080113985
2021-04-03,NewDelhi,,,9037600000000000.0,-0.709999979
2021-04-03,Patna,,119.20929,,
2021-04-03,Pondicherry,,156.578608,5683620000000000.0,0.540000021
2021-04-03,Prayagraj,,,6098760000000000.0,-0.095137343
2021-04-03,Pune,,,4683220000000000.0,0.359197885
2021-04-03,Shillong,,,3627590000000000.0,
2021-04-03,Solapur,,,5794700000000000.0,0.134259418
2021-04-03,Srinagar,,,5073490000000000.0,-0.035170827
2021-04-03,Thiruvananthapuram,,,2404370000000000.0,0.020023014
2021-04-03,Varanasi,,,,
2021-04-03,Vijaywada,,128.988177,6499610000000000.0,0.029999999
2021-04-03,Visakhapatnam,,159.155758,5581380000000000.0,0.018791365
2021-04-04,Agartala,,165.542588,5378160000000000.0,-0.370000005
2021-04-04,Agra,,,5686410000000000.0,
2021-04-04,Aizwal,,,3314720000000000.0,0.257297039
2021-04-04,Amritsar,,,,
2021-04-04,Asansol,,,1.44e+16,-0.02
2021-04-04,Aurangabad,,,,
2021-04-04,Bareilly,,,5754180000000000.0,
2021-04-04,Belgaum,,,,
2021-04-04,Bengaluru,,,,
2021-04-04,Bhopal,,,,
2021-04-04,Chandigarh,,,5658400000000000.0,
2021-04-04,Chennai,,133.179128,5757260000000000.0,0.285037786
2021-04-04,Coimbatore,,,,
2021-04-04,Dehradun,,,8813060000000000.0,
2021-04-04,DurgBhilai,,,1.03e+16,
2021-04-04,Faridabad,,,7802190000000000.0,
2021-04-04,Gandhinagar,,106.054358,,
2021-04-04,Gangtok,,,3750500000000000.0,-0.02
2021-04-04,Ghaziabad,,,7643550000000000.0,
2021-04-04,Gorakhpur,,,6809380000000000.0,-0.039941415
2021-04-04,Gwalior,,,5016950000000000.0,
2021-04-04,Hyderabad,,,,
2021-04-04,Imphal,,,3985890000000000.0,-0.25999999
2021-04-04,Indore,,,,
2021-04-04,Jabalpur,,,6988090000000000.0,0.058306705
2021-04-04,Jaipur,,,,
2021-04-04,Jalandhar,,,-532856000000000.0,
2021-04-04,Jodhpur,,,,
2021-04-04,Kanpur,,,,
2021-04-04,Kochi,,117.46306,,
2021-04-04,Kohima,,,3399320000000000.0,0.054114603
2021-04-04,Kolkata,,,6606270000000000.0,
2021-04-04,Kota,,,,
2021-04-04,Kozhikode,,147.381797,,
2021-04-04,Lucknow,,,5434840000000000.0,0.140000001
2021-04-04,Ludhiana,,,-403233000000000.0,
2021-04-04,Mangaluru,,123.982318,,
2021-04-04,Meerut,,,6072020000000000.0,
2021-04-04,Miami,,125.379302,,
2021-04-04,Moradabad,,,6564660000000000.0,
2021-04-04,Mumbai,,118.801836,4272380000000000.0,
2021-04-04,Mysuru,,,,
2021-04-04,Nashik,,103.085767,,
2021-04-04,NewDelhi,,,7152910000000000.0,
2021-04-04,Patna,,,5833820000000000.0,0.149614975
2021-04-04,Pondicherry,,141.793862,-976071000000000.0,
2021-04-04,Prayagraj,,,6157460000000000.0,0.4525702
2021-04-04,Pune,,121.654011,,
2021-04-04,Shillong,,130.38516,4445210000000000.0,0.219999999
2021-04-04,Solapur,,,,
2021-04-04,Srinagar,,,,
2021-04-04,Thiruvananthapuram,,120.024197,,
2021-04-04,Varanasi,,,5769950000000000.0,-0.689999998
2021-04-04,Vijaywada,,146.33406,6503340000000000.0,0.159999996
2021-04-04,Visakhapatnam,,142.8416,5192600000000000.0,0.019227276
2021-04-05,Agartala,,147.032551,4705900000000000.0,
2021-04-05,Agra,,,5245750000000000.0,0.346498817
2021-04-05,Aizwal,,,4410310000000000.0,0.216210395
2021-04-05,Amritsar,,,4559470000000000.0,
2021-04-05,Asansol,,,,
2021-04-05,Aurangabad,,,5411000000000000.0,
2021-04-05,Bareilly,,,7807800000000000.0,0.063580528
2021-04-05,Belgaum,,,4098930000000000.0,0.136677891
2021-04-05,Bengaluru,,,3327070000000000.0,
2021-04-05,Bhopal,,,5659150000000000.0,-0.02768369
2021-04-05,Chandigarh,,,4477770000000000.0,
2021-04-05,Chennai,,117.579475,3966060000000000.0,-0.150005043
2021-04-05,Coimbatore,,,4230040000000000.0,
2021-04-05,Dehradun,,,5157390000000000.0,
2021-04-05,DurgBhilai,,,7765600000000000.0,-0.310000002
2021-04-05,Faridabad,,,8516170000000000.0,0.140139148
2021-04-05,Gandhinagar,,,5539140000000000.0,0.28277719
2021-04-05,Gangtok,,,,
2021-04-05,Ghaziabad,,,1.11e+16,0.007464086
2021-04-05,Gorakhpur,,,5864680000000000.0,-0.046644948
2021-04-05,Gwalior,,,4256680000000000.0,0.094054468
2021-04-05,Hyderabad,,,5897610000000000.0,0.079999998
2021-04-05,Imphal,,,,
2021-04-05,Indore,,,6038500000000000.0,-0.012264026
2021-04-05,Jabalpur,,,6806940000000000.0,0.150002867
2021-04-05,Jaipur,,,5134340000000000.0,0.163163319
2021-04-05,Jalandhar,,,4710600000000000.0,-0.119999997
2021-04-05,Jodhpur,,,4415150000000000.0,0.18702586
2021-04-05,Kanpur,,,5084560000000000.0,0.108465612
2021-04-05,Kochi,,,2991780000000000.0,
2021-04-05,Kohima,,,,
2021-04-05,Kolkata,,125.495717,,
2021-04-05,Kota,,,5756920000000000.0,0.011458761
2021-04-05,Kozhikode,,,4051720000000000.0,-0.066596992
2021-04-05,Lucknow,,,7106030000000000.0,-0.439999998
2021-04-05,Ludhiana,,,3064690000000000.0,
2021-04-05,Mangaluru,,,3238620000000000.0,0.819999993
2021-04-05,Meerut,,,9665510000000000.0,0.037499998
2021-04-05,Miami,,133.644789,,
2021-04-05,Moradabad,,,7533930000000000.0,0.36685729
2021-04-05,Mumbai,,,4318660000000000.0,-0.255270481
2021-04-05,Mysuru,,,3269310000000000.0,
2021-04-05,Nashik,,,4686500000000000.0,-0.10820327
2021-04-05,NewDelhi,,,1.14e+16,
2021-04-05,Patna,,141.793862,7110240000000000.0,
2021-04-05,Pondicherry,,,4695450000000000.0,-0.146666676
2021-04-05,Prayagraj,,,6997270000000000.0,0.292384386
2021-04-05,Pune,,,5538150000000000.0,-0.173266068
2021-04-05,Shillong,,151.339918,5651380000000000.0,
2021-04-05,Solapur,,,5399220000000000.0,
2021-04-05,Srinagar,,,3076760000000000.0,0.018380374
2021-04-05,Thiruvananthapuram,,,2647470000000000.0,
2021-04-05,Varanasi,,,6739120000000000.0,0.329999983
2021-04-05,Vijaywada,,132.713467,4919100000000000.0,
2021-04-05,Visakhapatnam,,142.110349,5909050000000000.0,0.276573151
2021-04-06,Agartala,,,7446350000000000.0,-0.059999999
2021-04-06,Agra,,,,
2021-04-06,Aizwal,,,4058960000000000.0,-0.066163205
2021-04-06,Amritsar,,,,
2021-04-06,Asansol,,,9703930000000000.0,0.829999983
2021-04-06,Aurangabad,,,5371810000000000.0,0.170152128
2021-04-06,Bareilly,,,4771160000000000.0,
2021-04-06,Belgaum,,,3628210000000000.0,0.210153416
2021-04-06,Bengaluru,,,,
2021-04-06,Bhopal,,,,
2021-04-06,Chandigarh,,,,
2021-04-06,Chennai,,140.629709,,
2021-04-06,Coimbatore,,,3320470000000000.0,0.002926774
2021-04-06,Dehradun,,,,
2021-04-06,DurgBhilai,,,6109350000000000.0,
2021-04-06,Faridabad,,,,
2021-04-06,Gandhinagar,,99.8843461,5708580000000000.0,0.133473933
2021-04-06,Gangtok,,,3152540000000000.0,-0.02
2021-04-06,Ghaziabad,,,,
2021-04-06,Gorakhpur,,,,0.629999995
2021-04-06,Gwalior,,,,
2021-04-06,Hyderabad,,,,
2021-04-06,Imphal,,,4514370000000000.0,
2021-04-06,Indore,,,,
2021-04-06,Jabalpur,,,,
2021-04-06,Jaipur,,,,
2021-04-06,Jalandhar,,,,
2021-04-06,Jodhpur,,,3692580000000000.0,-0.142904818
2021-04-06,Kanpur,,,5269200000000000.0,0.103814028
2021-04-06,Kochi,,123.400241,2875240000000000.0,0.430000007
2021-04-06,Kohima,,,3554280000000000.0,-0.150000006
2021-04-06,Kolkata,,,6186490000000000.0,
2021-04-06,Kota,,,,
2021-04-06,Kozhikode,,133.644789,2520840000000000.0,0.082980178
2021-04-06,Lucknow,,,6135860000000000.0,0.270000011
2021-04-06,Ludhiana,,,,
2021-04-06,Mangaluru,,121.886842,3972970000000000.0,0.189999998
2021-04-06,Meerut,,,,
2021-04-06,Miami,,119.151082,,
2021-04-06,Moradabad,,,,
2021-04-06,Mumbai,,130.38516,5835610000000000.0,0.149775252
2021-04-06,Mysuru,,,4700960000000000.0,0.027445704
2021-04-06,Nashik,,106.869265,4553530000000000.0,0.160939977
2021-04-06,NewDelhi,,,,
2021-04-06,Patna,,,6883540000000000.0,0.11427056
2021-04-06,Pondicherry,,131.549314,,
2021-04-06,Prayagraj,,,8239820000000000.0,0.028763747
2021-04-06,Pune,,142.259523,5868450000000000.0,0.20776704
2021-04-06,Shillong,,,5523150000000000.0,
2021-04-06,Solapur,,,7054510000000000.0,-0.030030375
2021-04-06,Srinagar,,,,
2021-04-06,Thiruvananthapuram,,116.70636,2664940000000000.0,-0.161067411
2021-04-06,Varanasi,,,9796610000000000.0,0.49000001
2021-04-06,Vijaywada,,139.698386,,
2021-04-06,Visakhapatnam,,147.5287,4424140000000000.0,-0.060244586
2021-04-07,Agartala,,138.417818,,
2021-04-07,Agra,,,5155610000000000.0,-0.148738772
2021-04-07,Aizwal,,,,
2021-04-07,Amritsar,,,6036120000000000.0,0.14141871
2021-04-07,Asansol,,,1.02e+16,1.53999996
2021-04-07,Aurangabad,,,5343190000000000.0,0.007666155
2021-04-07,Bareilly,,,5219700000000000.0,-0.234449238
2021-04-07,Belgaum,,,3634180000000000.0,0.265833884
2021-04-07,Bengaluru,,,4211060000000000.0,0.055067997
2021-04-07,Bhopal,,,6056290000000000.0,
